,incident_date,breed,age,gender,spay_neuter_status,borough,zip_code
3067,2016-11-17,pit bull,3.0,M,True,Queens,11691
3068,2016-11-17,cane corso,6.0,M,False,Brooklyn,11212
3069,2016-11-17,pit bull,5.0,M,True,Queens,11420
3070,2016-11-18,chihuahua,3.0,M,False,Manhattan,
3071,2016-11-18,labrador mix,4.0,M,True,Manhattan,
3072,2016-11-18,cocker spaniel / poodle mix,3.0,M,True,Queens,11362
3073,2016-11-18,pit bull,1.0,M,False,Bronx,10463
3074,2016-11-18,puggle,6.0,M,True,Manhattan,10065
3075,2016-11-18,yorkshire terrier,8.0,M,True,Manhattan,10032
3076,2016-11-19,pit bull,70.0,F,False,Manhattan,10128
3077,2016-11-19,dalmatian,11.0,F,False,Queens,11421
3078,2016-11-19,german shepherd,5.0,M,True,Queens,11385
3079,2016-11-19,pit bull/grey hound x,8.0,M,True,Brooklyn,11216
3080,2016-11-19,mixed/other,9.0,M,True,Queens,11361
3081,2016-11-20,"dachshund, long haired",7.0,M,True,Manhattan,10019
3082,2016-11-20,mixed/other,11.0,M,True,Manhattan,10065
3083,2016-11-20,beagle,3.0,M,True,Brooklyn,11214
3084,2016-11-21,german shepherd,0.0,F,False,Bronx,10459
3085,2016-11-21,shih tzu,7.0,F,True,Queens,11373
3086,2016-11-21,yorkshire terrier,2.0,M,False,Manhattan,10029
3087,2016-11-21,pit bull,3.0,M,False,Queens,11694
3088,2016-11-22,german shepherd crossbreed,8.0,M,False,Brooklyn,11217
3089,2016-11-22,havanese,2.0,M,True,Brooklyn,11217
3090,2016-11-22,pit bull,6.0,M,False,Bronx,10469
3091,2016-11-22,pitbull terrier mix,5.0,F,True,Queens,11385
3092,2016-11-23,pit bull,3.0,F,True,Bronx,10471
3093,2016-11-24,basset hound mix,3.0,M,True,Bronx,10461
3094,2016-11-24,corgi mix,2.0,F,False,Manhattan,10036
3095,2016-11-24,bull terrier,1.0,M,False,Brooklyn,11208
3096,2016-11-24,shih tzu,2.0,M,False,Bronx,10465
3097,2016-11-25,maltese mix,11.0,F,False,Brooklyn,11235
3098,2016-11-25,cocker spaniel/ toy poodle,3.0,M,False,Manhattan,10029
3099,2016-11-25,cocker spaniel/ lab x,4.0,M,False,Bronx,10458
3100,2016-11-25,poodle mix,4.0,M,False,Queens,11413
3101,2016-11-25,bull terrier,1.0,U,False,Brooklyn,
3102,2016-11-26,pit bull,1.0,M,False,Manhattan,10031
3103,2016-11-26,american pit bull terrier/pit bull,3.0,M,True,Queens,11374
3104,2016-11-26,shih tzu,3.0,M,False,Staten Island,10309
3105,2016-11-26,shiba inu,2.0,F,False,Brooklyn,11209
3106,2016-11-26,miniature pinscher,15.0,M,False,Manhattan,10022
3107,2016-11-27,chihuahua mix,2.0,M,False,Brooklyn,11223
3108,2016-11-27,pit bull mix,6.0,F,True,Queens,11426
3109,2016-11-27,pit bull,6.0,F,False,Queens,11426
3110,2016-11-27,pomeranian,2.0,M,False,Bronx,10466
3111,2016-11-27,cocker spaniel,6.0,M,True,Queens,
3112,2016-11-27,west high white terrier,13.0,M,True,Queens,11379
3113,2016-11-27,puggle,6.0,F,True,Queens,11101
3114,2016-11-27,chihuahua,11.0,M,False,Queens,11414
3115,2016-11-27,american staffordshire terrier,8.0,M,True,Bronx,10452
3116,2016-11-28,miniature pinscher,14.0,F,False,Brooklyn,11234
3117,2016-11-28,"mastiff, bull",7.0,M,True,Staten Island,10312
3118,2016-11-28,labrador retriever,0.0,M,True,Manhattan,10016
3119,2016-11-28,weimaraner,2.0,F,False,Staten Island,10312
3120,2016-11-29,mixed/other,5.0,M,True,Bronx,10461
3121,2016-11-29,"bull dog, french",2.0,F,True,Manhattan,10069
3122,2016-11-29,cairn terrier,5.0,M,True,Brooklyn,11229
3123,2016-11-30,"poodle, standard",2.0,M,True,Queens,11355
3124,2016-11-30,mixed/other,2.0,F,False,Queens,11363
3125,2016-11-30,pit bull mix,4.0,F,True,Bronx,10463
3126,2016-11-30,jack russ / chihuahua mix,12.0,F,True,Queens,11358
3127,2016-11-30,weimaraner,2.0,F,True,Staten Island,10312
3128,2016-12-01,staffordshire bull terrier,2.0,F,True,Manhattan,
3129,2016-12-01,greyhound / labrador mix,5.0,F,True,Brooklyn,11249
3130,2016-12-01,hound mix,1.0,M,True,Staten Island,10306
3131,2016-12-01,rottweiler,7.0,M,False,Staten Island,
3132,2016-12-02,pit bull,3.0,M,False,Staten Island,10310
3133,2016-12-02,american pit bull mix / pit bull mix,1.0,M,False,Manhattan,10029
3134,2016-12-02,american pit bull mix / pit bull mix,5.0,M,False,Manhattan,10030
3135,2016-12-02,siberian husky,0.0,F,True,Brooklyn,11208
3136,2016-12-02,chihuahua sh/dachshund,8.0,M,False,Bronx,
3137,2016-12-02,schnauzer / shih tzu mix,2.0,M,False,Brooklyn,11226
3138,2016-12-03,pit bull mix,4.0,F,False,Bronx,10466
3139,2016-12-03,american pit bull mix / pit bull mix,2.0,F,False,Staten Island,10304
3140,2016-12-03,pit bull,1.0,F,False,Bronx,10467
3141,2016-12-03,american pit bull mix / pit bull mix,2.0,F,False,Staten Island,10304
3142,2016-12-03,cocker spaniel,11.0,M,False,Manhattan,10065
3143,2016-12-03,pit bull,5.0,M,False,Queens,11364
3144,2016-12-03,labrador retriever crossbreed,3.0,F,True,Brooklyn,11201
3145,2016-12-03,labrador retriever crossbreed,2.0,F,True,Brooklyn,11215
3146,2016-12-04,german shepherd mix,1.0,M,False,Queens,11418
3147,2016-12-04,,4.0,M,False,Queens,
3148,2016-12-05,japanese chin/spaniel,2.0,M,True,Manhattan,10013
3149,2016-12-05,labrador retriever crossbreed,5.0,M,True,Brooklyn,11231
3150,2016-12-05,american pit bull mix / pit bull mix,2.0,M,False,Bronx,10466
3151,2016-12-06,pit bull,7.0,M,True,Brooklyn,11220
3152,2016-12-06,american pit bull mix / pit bull mix,5.0,M,True,Manhattan,10039
3153,2016-12-06,american pit bull mix / pit bull mix,5.0,M,True,Manhattan,10039
3154,2016-12-06,siberian husky,4.0,F,True,Queens,11421
3155,2016-12-06,shih tzu,3.0,M,False,Bronx,10465
3156,2016-12-07,staffordhire/english bulldog,2.0,F,True,Bronx,10459
3157,2016-12-07,dogo argentino,1.0,M,True,Manhattan,10065
3158,2016-12-08,border collie mix,4.0,F,True,Brooklyn,11205
3159,2016-12-08,chihuahua crossbreed,1.0,M,False,Bronx,10457
3160,2016-12-09,pit bull,1.0,M,False,Queens,11692
3161,2016-12-09,sheepdog,4.0,U,True,Bronx,10458
3162,2016-12-09,german shepherd / pit bull mix,3.0,M,False,Bronx,10465
3163,2016-12-10,shih tzu / bichon frise mix,5.0,M,True,Queens,11102
3164,2016-12-10,pit bull,4.0,F,True,Brooklyn,11234
3165,2016-12-12,chihuahua,3.0,M,True,Bronx,10461
3166,2016-12-12,american pit bull mix / pit bull mix,4.0,F,True,Queens,11420
3167,2016-12-12,american pit bull mix / pit bull mix,2.0,M,True,Staten Island,10307
3168,2016-12-12,pit bull,3.0,M,True,Brooklyn,11206
3169,2016-12-13,basset hound,9.0,M,False,Manhattan,10065
3170,2016-12-13,pit bull,4.0,F,False,Bronx,10473
3171,2016-12-14,,5.0,F,True,Brooklyn,11215
3172,2016-12-14,boston terrier,4.0,M,True,Manhattan,10023
3173,2016-12-14,pit bull,1.0,U,False,Manhattan,10031
3174,2016-12-14,american pit bull mix / pit bull mix,4.0,M,True,Manhattan,10025
3175,2016-12-14,australian cattledog,7.0,M,True,Brooklyn,11230
3176,2016-12-15,shih tzu,4.0,M,False,Bronx,10458
3177,2016-12-16,belgian malinois,7.0,M,False,Manhattan,10001
3178,2016-12-16,mixed/other,1.0,M,False,Brooklyn,11237
3179,2016-12-17,siberian husky,9.0,M,True,Queens,11377
3180,2016-12-17,american pit bull mix / pit bull mix,3.0,M,False,Staten Island,10303
3181,2016-12-17,shih tzu,0.0,M,False,Bronx,10457
3182,2016-12-18,labrador retriever,6.0,M,False,Manhattan,10029
3183,2016-12-18,"poodle, standard",3.0,M,False,Queens,11372
3184,2016-12-18,chow chow,5.0,F,True,Queens,11373
3185,2016-12-18,mixed/other,1.0,F,False,Staten Island,10308
3186,2016-12-18,pit bull,5.0,M,False,Manhattan,10029
3187,2016-12-18,pit bull,5.0,M,False,Manhattan,10029
3188,2016-12-19,"poodle, standard",7.0,F,True,Manhattan,10006
3189,2016-12-19,american pit bull mix / pit bull mix,4.0,M,False,Brooklyn,11225
3190,2016-12-19,shiba inu,6.0,M,True,Brooklyn,11238
3191,2016-12-20,boston terrier,1.0,U,False,Manhattan,10026
3192,2016-12-21,pit bull,12.0,F,True,Bronx,10473
3193,2016-12-21,pit bull / boxer mix,3.0,M,False,Queens,11355
3194,2016-12-21,cocker spaniel,2.0,M,True,Manhattan,10025
3195,2016-12-21,pit bull,0.0,F,False,Manhattan,10030
3196,2016-12-21,yorkshire terrier crossbreed,5.0,M,False,Bronx,10457
3197,2016-12-21,"dachshund, long haired",8.0,M,False,Bronx,10458
3198,2016-12-22,pit bull,2.0,M,True,Manhattan,10128
3199,2016-12-22,shih tzu,3.0,M,True,Queens,11368
3200,2016-12-22,beagle x - basset,3.0,M,True,Staten Island,10306
3201,2016-12-22,jack russ,8.0,M,True,Bronx,10461
3202,2016-12-22,chihuahua sh x,3.0,F,True,Brooklyn,11224
3203,2016-12-23,boston terrier mix,4.0,F,True,Queens,11101
3204,2016-12-23,shiba inu,3.0,M,False,Queens,11356
3205,2016-12-23,golden doodle,3.0,M,True,Manhattan,10024
3206,2016-12-23,chihuahua,3.0,M,False,Bronx,10458
3207,2016-12-23,boxer and pit bull mix,5.0,M,True,Manhattan,10025
3208,2016-12-23,cocker spaniel,4.0,M,False,Queens,11104
3209,2016-12-23,beagle crossbreed,2.0,M,False,Staten Island,10308
3210,2016-12-23,maltipoo,7.0,M,True,Manhattan,10003
3211,2016-12-24,shih tzu,2.0,M,False,Brooklyn,
3212,2016-12-24,beagle,6.0,M,True,Brooklyn,11234
3213,2016-12-24,mutt,6.0,M,True,Staten Island,10312
3214,2016-12-24,shih tzu,2.0,F,True,Manhattan,
3215,2016-12-24,labrador retriever mix,1.0,M,True,Queens,11433
3216,2016-12-25,german shepherd mix,3.0,M,False,Queens,
3217,2016-12-25,cocker spaniel,4.0,M,True,Manhattan,
3218,2016-12-25,rottweiler,2.0,F,True,Bronx,10466
3219,2016-12-25,shih tzu,3.0,M,False,Manhattan,10033
3220,2016-12-25,yorkshire terrier,2.0,F,True,Queens,11372
3221,2016-12-25,chow mix,7.0,F,True,Queens,11385
3222,2016-12-25,pit bull mix,2.0,F,True,Queens,11435
3223,2016-12-25,shih tzu,2.0,F,False,Brooklyn,11213
3224,2016-12-25,pit bull mix,5.0,M,True,Bronx,10462
3225,2016-12-26,american pit bull mix / pit bull mix,4.0,F,False,Manhattan,10018
3226,2016-12-26,pit bull,6.0,F,False,Queens,11356
3227,2016-12-26,puggle / beagle mix,6.0,M,True,Bronx,
3228,2016-12-27,beagle,5.0,M,True,Bronx,10466
3229,2016-12-27,american pit bull terrier/pit bull,3.0,F,True,Manhattan,10029
3230,2016-12-27,shiba inu,5.0,M,True,Manhattan,10012
3231,2016-12-27,german shepherd,5.0,M,False,Queens,11694
3232,2016-12-27,american pit bull terrier/pit bull,3.0,M,False,Brooklyn,11205
3233,2016-12-27,french poodle,2.0,M,False,Queens,11103
3234,2016-12-27,shepherd mastiff x,2.0,M,True,Staten Island,10310
3235,2016-12-28,american pit bull mix / pit bull mix,4.0,M,False,Manhattan,10035
3236,2016-12-28,yorkshire terrier,6.0,F,False,Queens,11370
3237,2016-12-28,pit bull,5.0,M,False,Queens,11419
3238,2016-12-29,pit bull,7.0,M,True,Bronx,10465
3239,2016-12-29,american staffordshire terrier,2.0,F,True,Staten Island,10308
3240,2016-12-29,alaskan husky,5.0,M,False,Bronx,10461
3241,2016-12-30,pomeranian,2.0,M,True,Staten Island,10305
3242,2016-12-30,shih tzu mix,1.0,M,False,Bronx,10461
3243,2016-12-30,american pit bull mix / pit bull mix,5.0,F,False,Brooklyn,11238
3244,2016-12-30,schnauzer/wheaton mix,1.0,M,False,Bronx,10461
3245,2016-12-31,pug,9.0,F,True,Staten Island,10308
3246,2016-12-31,lhasa apso,8.0,M,True,Brooklyn,11210
3247,2016-12-31,maltese x,5.0,M,False,Brooklyn,11230
3248,2017-01-01,poodle mix,2.0,M,False,Queens,11373
3249,2017-01-01,corgi,2.0,M,True,Queens,11354
3250,2017-01-01,maltese,8.0,M,False,Queens,11356
3251,2017-01-02,shih tzu,7.0,M,False,Brooklyn,11218
3252,2017-01-02,labrador retriever crossbreed,2.0,M,False,Brooklyn,11231
3253,2017-01-02,beagle,9.0,M,True,Manhattan,10028
3254,2017-01-02,lhasa apso,8.0,M,True,Brooklyn,11211
3255,2017-01-02,dalmatian,9.0,M,False,Manhattan,
3256,2017-01-03,labrador retriever,5.0,M,True,Manhattan,10028
3257,2017-01-04,shih tzu,2.0,F,False,Bronx,10471
3258,2017-01-05,pit bull,1.0,M,False,Queens,11373
3259,2017-01-06,pit bull mix,2.0,F,True,Bronx,10461
3260,2017-01-07,pit bull,5.0,M,True,Manhattan,10011
3261,2017-01-08,chihuahua,5.0,F,False,Queens,11421
3262,2017-01-08,mixed/other,6.0,F,False,Manhattan,10027
3263,2017-01-09,yorkshire terrier,7.0,M,False,Manhattan,10036
3264,2017-01-10,pit bull,3.0,M,False,Staten Island,
3265,2017-01-10,russell terrier,7.0,M,True,Staten Island,
3266,2017-01-11,maltese / shih tzu mix,2.0,F,True,Brooklyn,11229
3267,2017-01-11,cocker spaniel,12.0,F,True,Queens,11354
3268,2017-01-11,cavalier king charles spaniel,9.0,M,True,Bronx,10465
3269,2017-01-11,corgi mix,9.0,F,False,Manhattan,10023
3270,2017-01-12,pit bull,2.0,F,True,Brooklyn,11225
3271,2017-01-12,pit bull,1.0,M,False,Brooklyn,11231
3272,2017-01-12,lowchen,13.0,M,True,Manhattan,10024
3273,2017-01-12,labrador retriever mix,1.0,M,True,Bronx,10475
3274,2017-01-12,rottweiler,2.0,M,False,Bronx,10457
3275,2017-01-13,shepherd mix,3.0,F,True,Queens,11361
3276,2017-01-13,black mouth cur mix,2.0,F,False,Queens,11433
3277,2017-01-13,"bull dog, english",3.0,M,False,Brooklyn,11234
3278,2017-01-14,boxer,2.0,M,True,Brooklyn,
3279,2017-01-14,rottweiler,6.0,M,True,Staten Island,10305
3280,2017-01-14,pit bull,7.0,M,False,Bronx,
3281,2017-01-14,shih tzu,9.0,F,False,Brooklyn,11207
3282,2017-01-14,pit bull,5.0,M,False,Brooklyn,11203
3283,2017-01-15,shih tzu,2.0,M,False,Brooklyn,11212
3284,2017-01-15,poodle shihtzu,2.0,M,False,Bronx,
3285,2017-01-15,pit bull,1.0,F,False,Queens,11433
3286,2017-01-15,toy fox terrier,2.0,M,True,Brooklyn,11222
3287,2017-01-15,staffordshire mix,5.0,M,False,Queens,11436
3288,2017-01-15,staffordshire mix,5.0,M,False,Queens,11436
3289,2017-01-16,labrador/pit bull x,4.0,M,True,Brooklyn,11215
3290,2017-01-16,pit bull,1.0,F,False,Brooklyn,11212
3291,2017-01-16,pit bull,2.0,M,False,Bronx,10474
3292,2017-01-17,poodle mix,8.0,M,False,Manhattan,10023
3293,2017-01-17,jack russ,1.0,F,False,Brooklyn,11233
3294,2017-01-18,labrador mix,5.0,M,True,Manhattan,
3295,2017-01-18,mixed/other,4.0,F,True,Manhattan,10025
3296,2017-01-18,bichon frise,2.0,M,False,Queens,11365
3297,2017-01-18,doberman pinscher,8.0,M,True,Brooklyn,11223
3298,2017-01-19,chihuahua,3.0,F,True,Bronx,10458
3299,2017-01-19,pit bull,1.0,F,False,Manhattan,10039
3300,2017-01-19,mixed,3.0,F,False,Brooklyn,11238
3301,2017-01-20,labrador retriever crossbreed,6.0,M,True,Bronx,10461
3302,2017-01-20,american pit bull mix / pit bull mix,2.0,M,False,Manhattan,10029
3303,2017-01-20,pit bull mix,2.0,M,False,Bronx,10459
3304,2017-01-21,"poodle, miniature",0.0,M,False,Bronx,10457
3305,2017-01-21,siberian husky,3.0,M,True,Manhattan,10032
3306,2017-01-21,labrador retriever mix,9.0,M,True,Manhattan,10025
3307,2017-01-22,shepherd mix,2.0,M,True,Queens,11360
3308,2017-01-22,pit bull,0.0,F,False,Brooklyn,11208
3309,2017-01-22,australian shepherd,6.0,M,True,Staten Island,10303
3310,2017-01-23,shepherd/terrier x,4.0,F,True,Manhattan,10039
3311,2017-01-23,yorkshire terrier,2.0,M,True,Bronx,
3312,2017-01-23,american pit bull mix / pit bull mix,1.0,M,False,Bronx,10452
3313,2017-01-24,lhasa apso,9.0,F,False,Queens,11427
3314,2017-01-25,siberian husky,5.0,M,True,Queens,11355
3315,2017-01-25,american pit bull terrier/pit bull,3.0,M,True,Brooklyn,11215
3316,2017-01-25,german shepherd,4.0,M,False,Brooklyn,11229
3317,2017-01-25,american pit bull terrier/pit bull,0.0,F,False,Brooklyn,11208
3318,2017-01-25,australian cattle,2.0,M,True,Brooklyn,11230
3319,2017-01-25,shih tzu,3.0,M,True,Queens,11372
3320,2017-01-25,tibetan terrier,13.0,M,True,Manhattan,10065
3321,2017-01-25,shih tzu,6.0,M,True,Manhattan,
3322,2017-01-25,pit bull,4.0,M,False,Manhattan,10029
3323,2017-01-25,mixed/other,1.0,F,True,Manhattan,10012
3324,2017-01-25,american pit bull mix / pit bull mix,2.0,M,True,Queens,11103
3325,2017-01-26,beagle,2.0,M,True,Manhattan,10016
3326,2017-01-27,american pit bull mix / pit bull mix,4.0,U,True,Queens,11434
3327,2017-01-27,pit bull,3.0,M,True,Brooklyn,11221
3328,2017-01-28,pit bull,2.0,F,True,Staten Island,10306
3329,2017-01-28,pit bull mix,3.0,M,True,Staten Island,10308
3330,2017-01-28,american pit bull mix / pit bull mix,1.0,M,False,Manhattan,10030
3331,2017-01-28,jack russell x,4.0,M,True,Brooklyn,11221
3332,2017-01-28,shih tzu / maltese mix,3.0,M,True,Queens,11368
3333,2017-01-29,labrador retriever,4.0,F,True,Manhattan,10028
3334,2017-01-30,shih tzu,9.0,M,True,Brooklyn,11236
3335,2017-01-30,american pit bull mix / pit bull mix,4.0,M,False,Bronx,10453
3336,2017-01-30,pit bull terrier mix,2.0,M,True,Queens,11417
3337,2017-01-31,pit bull,9.0,M,False,Brooklyn,11229
3338,2017-01-31,german shepherd crossbreed,2.0,F,True,Brooklyn,11218
3339,2017-01-31,boxer,1.0,M,True,Manhattan,
3340,2017-01-31,great dane,7.0,M,True,Manhattan,10065
3341,2017-01-31,beagle,7.0,M,True,Staten Island,10314
3342,2017-01-31,"dachshund, long haired",5.0,M,True,Queens,11357
3343,2017-02-01,husky,7.0,F,True,Bronx,10472
3344,2017-02-01,american pit bull terrier/pit bull,4.0,F,False,Bronx,10456
3345,2017-02-01,terrier mix,6.0,F,True,Queens,11426
3346,2017-02-02,pit bull,0.0,M,False,Queens,11434
3347,2017-02-02,akita,4.0,M,False,Bronx,10473
3348,2017-02-02,pit bull,3.0,M,False,Queens,11102
3349,2017-02-02,bull dog,5.0,M,False,Manhattan,10002
3350,2017-02-04,american staffordshire terrier,3.0,F,False,Bronx,10471
3351,2017-02-04,poodle x,2.0,M,False,Brooklyn,11215
3352,2017-02-04,pit bull,3.0,M,True,Bronx,10461
3353,2017-02-04,siberian husky,0.0,M,True,Manhattan,10029
3354,2017-02-04,rat terrier,3.0,M,False,Brooklyn,
3355,2017-02-05,labrador mix,5.0,M,True,Queens,11692
3356,2017-02-05,lhasa apso mix,4.0,M,True,Staten Island,10306
3357,2017-02-06,australian cattledog x,2.0,M,True,Brooklyn,11201
3358,2017-02-06,german shepherd/pitbull,2.0,M,True,Brooklyn,11225
3359,2017-02-06,siberian husky,5.0,M,True,Brooklyn,
3360,2017-02-06,boxer / pit bull mix,6.0,F,True,Manhattan,10009
3361,2017-02-06,yorkshire terrier,2.0,M,True,Bronx,10465
3362,2017-02-06,mutt,5.0,M,False,Brooklyn,11209
3363,2017-02-07,yorkshire terrier,2.0,M,False,Bronx,10465
3364,2017-02-07,maltese,6.0,M,False,Bronx,10468
3365,2017-02-07,mixed/other,8.0,M,False,Brooklyn,
3366,2017-02-07,pit bull,4.0,M,False,Queens,11413
3367,2017-02-07,german shepherd,4.0,M,False,Queens,
3368,2017-02-07,akita,1.0,M,False,Staten Island,
3369,2017-02-07,chihuahua,4.0,M,True,Queens,11358
3370,2017-02-07,american pit bull mix / pit bull mix,3.0,M,False,Queens,11429
3371,2017-02-07,pit bull,1.0,F,False,Bronx,10462
3372,2017-02-08,pit bull,0.0,M,True,Staten Island,10310
3373,2017-02-08,labrador retriever,6.0,M,False,Manhattan,10075
3374,2017-02-08,pit bull,3.0,F,False,Bronx,10459
3375,2017-02-08,pit bull,4.0,M,True,Queens,11435
3376,2017-02-08,pit bull,4.0,M,True,Queens,11435
3377,2017-02-08,german shepherd,11.0,M,True,Brooklyn,11235
3378,2017-02-08,pit bull,2.0,F,True,Brooklyn,11233
3379,2017-02-08,pit bull,4.0,M,True,Queens,11435
3380,2017-02-09,staffordshire bull terrier,1.0,M,False,Manhattan,10039
3381,2017-02-09,maltese,4.0,M,True,Queens,
3382,2017-02-09,dachshund mix,8.0,F,True,Queens,11101
3383,2017-02-10,goldendoodle,0.0,M,True,Brooklyn,11228
3384,2017-02-11,shih tzu,2.0,M,True,Bronx,10467
3385,2017-02-11,yorkie poo- yorkshire terrier/maltese/poodle,2.0,F,True,Brooklyn,11209
3386,2017-02-11,australian cattle dog,3.0,M,False,Manhattan,10024
3387,2017-02-12,lhasa apso mix,5.0,M,False,Manhattan,10029
3388,2017-02-12,bull terrier,2.0,M,True,Manhattan,10010
3389,2017-02-12,pit bull,3.0,M,True,Staten Island,10303
3390,2017-02-12,american pit bull terrier/pit bull,2.0,M,False,Brooklyn,11208
3391,2017-02-12,"mastiff, bull",1.0,M,True,Queens,11101
3392,2017-02-12,rottweiler x,8.0,M,True,Brooklyn,11231
3393,2017-02-13,puggle,9.0,F,True,Staten Island,10305
3394,2017-02-13,scott terrier/schnauzer x,3.0,M,False,Manhattan,10029
3395,2017-02-13,terrier mix,12.0,M,True,Manhattan,10003
3396,2017-02-13,"mastiff, bull",1.0,M,True,Queens,11101
3397,2017-02-14,pit bull mix,3.0,F,False,Staten Island,10301
3398,2017-02-14,labrador / pit bull mix,6.0,F,True,Queens,11367
3399,2017-02-15,pit bull,4.0,F,False,Bronx,10460
3400,2017-02-15,dachshund mix,8.0,F,False,Queens,11421
3401,2017-02-15,american pit bull mix / pit bull mix,4.0,M,True,Brooklyn,11233
3402,2017-02-16,bichon frise,6.0,F,True,Manhattan,10024
3403,2017-02-16,staffordshire bull terrier,2.0,M,True,Queens,11691
3404,2017-02-16,american eskimo mix,2.0,M,True,Queens,11106
3405,2017-02-16,rottweiler x,3.0,M,True,Brooklyn,11208
3406,2017-02-17,american staffordshire terrier,6.0,M,False,Queens,11434
3407,2017-02-17,pit bull,7.0,M,False,Staten Island,10303
3408,2017-02-17,american pit bull terrier/pit bull,6.0,M,False,Brooklyn,11207
3409,2017-02-17,pit bull,4.0,M,False,Bronx,10470
3410,2017-02-17,american pit bull mix / pit bull mix,2.0,M,True,Bronx,10453
3411,2017-02-17,american pit bull mix / pit bull mix,5.0,F,True,Bronx,10461
3412,2017-02-18,brussel/pu,6.0,M,True,Staten Island,10314
3413,2017-02-18,pit bull,1.0,M,False,Staten Island,10303
3414,2017-02-18,american pit bull mix / pit bull mix,1.0,M,True,Brooklyn,11233
3415,2017-02-18,american pit bull mix / pit bull mix,5.0,M,False,Bronx,10473
3416,2017-02-18,american pit bull mix / pit bull mix,1.0,F,True,Queens,11364
3417,2017-02-18,chihuahua crossbreed,8.0,F,True,Manhattan,
3418,2017-02-19,shih tzu,6.0,M,False,Brooklyn,11236
3419,2017-02-19,dachshund mix,13.0,F,True,Queens,11435
3420,2017-02-19,schnauzer stand/sc wheat terr,1.0,M,False,Bronx,10461
3421,2017-02-19,hound/pit bull x,3.0,M,True,Brooklyn,11238
3422,2017-02-20,yorkshire terrier crossbreed,12.0,M,False,Brooklyn,11211
3423,2017-02-20,staffordshire mix,2.0,M,False,Manhattan,
3424,2017-02-20,rottweiler mix,1.0,M,True,Queens,11354
3425,2017-02-20,akita,1.0,M,False,Queens,11691
3426,2017-02-20,shih tzu,8.0,M,True,Queens,11379
3427,2017-02-20,bull dog,3.0,F,True,Bronx,10465
3428,2017-02-21,pit bull,0.0,F,False,Bronx,10467
3429,2017-02-21,american pit bull mix / pit bull mix,4.0,M,False,Manhattan,
3430,2017-02-21,pit bull mix,2.0,M,True,Brooklyn,11205
3431,2017-02-22,pekingese,2.0,M,False,Brooklyn,
3432,2017-02-23,beagle / hound mix,7.0,M,True,Queens,11433
3433,2017-02-23,pit bull,4.0,M,True,Manhattan,10025
3434,2017-02-23,chihuahua,4.0,F,True,Manhattan,10013
3435,2017-02-23,american pit bull terrier/pit bull,3.0,F,False,Queens,11372
3436,2017-02-23,pit bull,1.0,M,False,Bronx,10468
3437,2017-02-24,beagle,1.0,F,False,Staten Island,10314
3438,2017-02-24,cane corso,2.0,F,True,Queens,11418
3439,2017-02-24,yorkshire terrier,9.0,M,True,Brooklyn,11236
3440,2017-02-25,pit bull,1.0,M,False,Bronx,
3441,2017-02-25,shih tzu,3.0,M,False,Brooklyn,11224
3442,2017-02-25,chihuahua,13.0,M,True,Staten Island,10306
3443,2017-02-25,american pit bull terrier/pit bull,4.0,F,True,Bronx,
3444,2017-02-25,exotic american bully,2.0,M,False,Brooklyn,
3445,2017-02-25,chihuahua,4.0,M,False,Queens,11356
3446,2017-02-25,jack russ,3.0,F,False,Brooklyn,11221
3447,2017-02-26,yorkshire terrier,4.0,F,True,Brooklyn,11213
3448,2017-02-26,american pit bull terrier/pit bull,2.0,M,True,Brooklyn,11208
3449,2017-02-27,jack russ,3.0,F,False,Staten Island,10312
3450,2017-02-27,hound mix,2.0,M,True,Queens,11109
3451,2017-02-27,chihuahua crossbreed,3.0,F,False,Bronx,10454
3452,2017-02-27,chihuahua crossbreed,3.0,F,False,Bronx,10454
3453,2017-02-27,pekingese,8.0,M,True,Manhattan,10012
3454,2017-02-27,"jindo dog,",3.0,F,False,Queens,11357
3455,2017-02-28,pit bull,5.0,F,True,Queens,11373
3456,2017-02-28,pit bull,5.0,M,True,Manhattan,10002
3457,2017-02-28,jack russ,11.0,M,True,Staten Island,10312
3458,2017-02-28,pit bull,5.0,F,True,Queens,11373
3459,2017-02-28,american pit bull mix / pit bull mix,1.0,F,False,Brooklyn,11208
3460,2017-03-01,pit bull,0.0,F,True,Brooklyn,11217
3461,2017-03-02,rottweiler mix,2.0,M,True,Queens,11102
3462,2017-03-02,jack russ,1.0,M,False,Manhattan,
3463,2017-03-02,briard,1.0,M,False,Manhattan,10024
3464,2017-03-03,pit bull,9.0,F,True,Staten Island,10301
3465,2017-03-03,french bull dog,3.0,M,False,Manhattan,
3466,2017-03-03,collie/labradoe,3.0,M,True,Manhattan,10005
3467,2017-03-03,silky terrier,1.0,M,False,Brooklyn,11225
3468,2017-03-03,maltese,5.0,M,True,Brooklyn,11204
3469,2017-03-04,pit bull mix,3.0,F,True,Queens,11357
3470,2017-03-04,cane corso,3.0,M,True,Brooklyn,11210
3471,2017-03-04,pit bull,2.0,M,False,Manhattan,10029
3472,2017-03-04,dachshund smooth coat,11.0,F,True,Queens,11375
3473,2017-03-05,maltese,5.0,M,True,Bronx,10452
3474,2017-03-05,chihuahua,3.0,F,True,Bronx,10466
3475,2017-03-05,american pit bull terrier/pit bull,9.0,M,False,Bronx,10461
3476,2017-03-05,pit bull,0.0,U,False,Brooklyn,11221
