,incident_date,breed,age,gender,spay_neuter_status
1373,2015-10-24,chihuahua,4.0,M,True
1374,2015-10-24,american pit bull terrier/pit bull,1.0,M,False
1375,2015-10-25,pit bull,1.0,M,True
1376,2015-10-26,pit bull,5.0,M,True
1377,2015-10-26,jack russ,3.0,M,True
1378,2015-10-26,chihuahua,1.0,F,True
1379,2015-10-26,pit bull,1.0,M,False
1380,2015-10-27,chihuahua crossbreed,4.0,M,True
1381,2015-10-27,american pit bull mix / pit bull mix,3.0,M,False
1382,2015-10-27,,7.0,F,False
1383,2015-10-27,shih tzu,2.0,M,False
1384,2015-10-28,chihuahua,1.0,F,False
1385,2015-10-28,nova scotia duck tollier,6.0,M,True
1386,2015-10-28,american pit bull mix / pit bull mix,1.0,M,False
1387,2015-10-28,yorkshire terrier,5.0,M,True
1388,2015-10-29,pit bull,6.0,M,False
1389,2015-10-29,"bull dog, english",2.0,M,True
1390,2015-10-30,maltese,4.0,M,False
1391,2015-10-30,maltese,1.0,M,False
1392,2015-10-30,shih tzu/ pug,4.0,M,True
1393,2015-10-31,vizsla,2.0,M,True
1394,2015-10-31,shih tzu,4.0,M,True
1395,2015-10-31,german shepherd crossbreed,6.0,M,True
1396,2015-10-31,chihuahua,6.0,M,False
1397,2015-10-31,pit bull,1.0,M,True
1398,2015-11-01,american pit bull terrier/pit bull,1.0,M,False
1399,2015-11-01,german shepherd,9.0,M,True
1400,2015-11-01,chihuahua shorthair mix,2.0,F,False
1401,2015-11-02,rottweiler,2.0,F,False
1402,2015-11-02,jack russ,11.0,F,True
1403,2015-11-03,lhasa apso/dachshund,1.0,M,False
1404,2015-11-04,american pit bull mix / pit bull mix,3.0,F,False
1405,2015-11-04,maltese,6.0,F,False
1406,2015-11-04,american staffordshire terrier,4.0,M,True
1407,2015-11-04,shih tzu,16.0,M,True
1408,2015-11-04,chihuahua,13.0,M,True
1409,2015-11-04,american pit bull terrier/pit bull,2.0,M,False
1410,2015-11-04,pit bull,2.0,M,False
1411,2015-11-04,pit bull,1.0,F,True
1412,2015-11-04,puggle,8.0,F,True
1413,2015-11-04,eskimo/chihuahua,6.0,M,True
1414,2015-11-04,pit bull,2.0,F,False
1415,2015-11-05,yorkie/poddle,6.0,M,True
1416,2015-11-05,american pit bull mix / pit bull mix,2.0,M,True
1417,2015-11-05,chow chow/akita x,3.0,M,True
1418,2015-11-05,shih tzu,5.0,M,True
1419,2015-11-05,chihuahua,0.0,F,True
1420,2015-11-05,havanese,6.0,M,True
1421,2015-11-05,yorkie/maltese x,7.0,M,True
1422,2015-11-05,chow chow,7.0,M,False
1423,2015-11-06,rottweiler/ shepherd,2.0,M,True
1424,2015-11-06,"poodle, standard",5.0,M,False
1425,2015-11-06,pit bull/boxer mix,5.0,M,False
1426,2015-11-06,jack russ,8.0,M,True
1427,2015-11-06,mixed,5.0,M,True
1428,2015-11-06,american pit bull mix / pit bull mix,1.0,M,True
1429,2015-11-06,american pit bull mix / pit bull mix,1.0,M,True
1430,2015-11-06,cocker spaniel,12.0,M,False
1431,2015-11-06,lhasa apso,7.0,M,False
1432,2015-11-06,american pit bull terrier/pit bull,3.0,M,True
1433,2015-11-06,american pit bull mix / pit bull mix,2.0,M,False
1434,2015-11-06,mixed/other,3.0,M,True
1435,2015-11-06,"shar-pei, chinese",5.0,M,False
1436,2015-11-06,siberian husky,7.0,M,True
1437,2015-11-07,chow/shepherd x,15.0,M,True
1438,2015-11-07,"mastiff, bull",6.0,M,True
1439,2015-11-07,"poodle, standard",9.0,M,True
1440,2015-11-07,poodle chihuahua,6.0,F,True
1441,2015-11-07,american pit bull mix / pit bull mix,4.0,M,False
1442,2015-11-07,german shepherd crossbreed,1.0,F,False
1443,2015-11-07,yorkshire terrier,1.0,M,False
1444,2015-11-07,golden doodle,4.0,M,True
1445,2015-11-08,pomeranian,11.0,M,False
1446,2015-11-09,english springer spaniel,5.0,M,False
1447,2015-11-10,doberman/pit bull x,1.0,M,True
1448,2015-11-10,pit bull,5.0,M,False
1449,2015-11-10,lhasa apso,8.0,M,True
1450,2015-11-10,pit bull,13.0,M,False
1451,2015-11-10,chinese crested hairless,6.0,M,False
1452,2015-11-11,ridgeback german shep x,5.0,M,True
1453,2015-11-11,american bulldog/great pyrenees,3.0,F,True
1454,2015-11-11,terrier mix,2.0,M,True
1455,2015-11-11,german shepherd,5.0,M,True
1456,2015-11-11,pit bull,4.0,F,True
1457,2015-11-11,jack russ,9.0,M,True
1458,2015-11-11,chihuahua,2.0,M,False
1459,2015-11-12,felky terrier,4.0,M,False
1460,2015-11-12,pit bull,8.0,F,True
1461,2015-11-12,chihuahua,6.0,F,True
1462,2015-11-12,yorkshire terrier,1.0,F,False
1463,2015-11-12,pit bull,3.0,F,False
1464,2015-11-12,wheaton terrier,2.0,M,True
1465,2015-11-12,pit bull,5.0,M,True
1466,2015-11-12,harrier/germ shep,3.0,M,True
1467,2015-11-13,american pit bull mix / pit bull mix,4.0,M,True
1468,2015-11-13,"schnauzer, standard",0.0,M,False
1469,2015-11-13,lab retriever/ hound,9.0,M,True
1470,2015-11-13,pit bull,3.0,M,True
1471,2015-11-13,american pit bull terrier/pit bull,3.0,M,True
1472,2015-11-13,pit bull,3.0,M,True
1473,2015-11-14,shepherd/husky mix,6.0,M,False
1474,2015-11-14,yorky-poodle,2.0,U,False
1475,2015-11-14,maltese,6.0,F,True
1476,2015-11-15,maltese,2.0,F,True
1477,2015-11-15,"schnauzer, miniature",5.0,M,True
1478,2015-11-15,weimaraner,2.0,F,True
1479,2015-11-15,pit bull,4.0,M,False
1480,2015-11-16,morkie,3.0,M,False
1481,2015-11-16,,1.0,M,True
1482,2015-11-16,mixed/other,3.0,M,True
1483,2015-11-16,mastiff/am pit bull terr,1.0,M,True
1484,2015-11-17,weimaraner,7.0,M,True
1485,2015-11-17,jack russ,11.0,M,False
1486,2015-11-17,wheaton terrier,2.0,M,False
1487,2015-11-17,silky terrier,6.0,M,True
1488,2015-11-18,pit bull,7.0,F,True
1489,2015-11-18,pit bull,1.0,M,True
1490,2015-11-18,labrador retriever crossbreed,1.0,F,True
1491,2015-11-19,miniature pinscher,9.0,F,False
1492,2015-11-19,bull dog,7.0,M,True
1493,2015-11-20,pit bull,6.0,M,False
1494,2015-11-20,mixed/other,7.0,F,True
1495,2015-11-20,cattle dog mix,5.0,M,True
1496,2015-11-20,poodle x,1.0,F,False
1497,2015-11-21,boxer x,1.0,F,True
1498,2015-11-21,american pit bull terrier/pit bull,2.0,M,True
1499,2015-11-21,mixed/other,8.0,M,True
1500,2015-11-21,pit bull,0.0,M,False
1501,2015-11-22,pit bull,1.0,M,False
1502,2015-11-22,cock-a-poo,8.0,F,True
1503,2015-11-22,chihuahua crossbreed,5.0,M,False
1504,2015-11-22,chihuahua,2.0,F,False
1505,2015-11-23,american pit bull mix / pit bull mix,1.0,M,False
1506,2015-11-23,pit bull,2.0,M,False
1507,2015-11-23,labrador retriever,3.0,M,False
1508,2015-11-23,jack russ,3.0,M,True
1509,2015-11-23,chihuahua crossbreed,2.0,M,False
1510,2015-11-23,american pit bull mix / pit bull mix,1.0,M,False
1511,2015-11-23,shih tzu,2.0,M,True
1512,2015-11-24,american staffordshire terrier,3.0,F,True
1513,2015-11-24,pit bull,8.0,M,True
1514,2015-11-24,dachshund smooth coat,8.0,M,True
1515,2015-11-24,american pit bull mix / pit bull mix,1.0,M,True
1516,2015-11-25,pit bull,4.0,M,False
1517,2015-11-25,welsh springer spaniel,7.0,M,True
1518,2015-11-25,mixed/other,5.0,M,True
1519,2015-11-26,chihuahua,3.0,M,True
1520,2015-11-26,pit bull,5.0,F,False
1521,2015-11-26,yorkshire terrier,4.0,M,False
1522,2015-11-26,yorkshire terrier,5.0,F,False
1523,2015-11-26,chihuahua,0.0,M,True
1524,2015-11-26,west high white terrier,14.0,F,False
1525,2015-11-27,labrador retriever,1.0,M,True
1526,2015-11-27,shih tzu,1.0,M,False
1527,2015-11-27,"bull dog, french",4.0,U,False
1528,2015-11-27,jack russ-x,7.0,U,False
1529,2015-11-27,american bulldog,6.0,M,False
1530,2015-11-27,chihuahua crossbreed,8.0,M,True
1531,2015-11-28,shih tzu,2.0,M,True
1532,2015-11-28,pomeranian,5.0,M,True
1533,2015-11-28,pit bull,1.0,F,False
1534,2015-11-28,maltese,0.0,M,False
1535,2015-11-29,cocker spaniel,2.0,M,False
1536,2015-11-29,yorkshire terrier,4.0,M,True
1537,2015-11-29,doxxin,2.0,F,True
1538,2015-11-29,"bull dog, english",2.0,F,True
1539,2015-11-29,maltese,2.0,F,True
1540,2015-11-29,pit bull,4.0,M,True
1541,2015-11-30,pit bull,3.0,M,True
1542,2015-11-30,german shepherd crossbreed,7.0,F,True
1543,2015-11-30,american pit bull mix / pit bull mix,2.0,F,False
1544,2015-11-30,mixed,3.0,M,True
1545,2015-12-01,"poodle, toy",3.0,M,False
1546,2015-12-01,weimaraner,0.0,M,True
1547,2015-12-01,american pit bull mix / pit bull mix,1.0,M,False
1548,2015-12-01,beagle crossbreed,2.0,M,True
1549,2015-12-01,hound mix,0.0,M,True
1550,2015-12-02,labrador retr./jack russ. terr.,2.0,F,True
1551,2015-12-02,staffordshire mix,2.0,U,False
1552,2015-12-02,mixed/other,16.0,M,False
1553,2015-12-02,pug,7.0,F,True
1554,2015-12-02,cairn terrier,9.0,F,True
1555,2015-12-03,bulldog/pit bull,4.0,M,True
1556,2015-12-03,"pointer, german shorthaired",8.0,M,True
1557,2015-12-03,terrier,1.0,M,True
1558,2015-12-03,"bull dog, french",3.0,M,True
1559,2015-12-03,"poodle, standard",5.0,M,True
1560,2015-12-04,terrier x,6.0,M,True
1561,2015-12-04,"poodle, miniature",3.0,M,True
1562,2015-12-04,pit bull,0.0,F,False
1563,2015-12-04,jack russell terrier mix,2.0,M,False
1564,2015-12-04,puggle,3.0,M,True
1565,2015-12-05,pit bull,1.0,F,True
1566,2015-12-05,sudanese hound x,1.0,M,True
1567,2015-12-05,beagle crossbreed,6.0,M,True
1568,2015-12-05,american pit bull mix / pit bull mix,4.0,M,False
1569,2015-12-05,cane corso,4.0,M,True
1570,2015-12-06,bichon frise,12.0,M,True
1571,2015-12-06,cane corso,3.0,M,True
1572,2015-12-06,beagle crossbreed,6.0,M,True
1573,2015-12-06,american pit bull mix / pit bull mix,1.0,F,False
1574,2015-12-06,american pit bull mix / pit bull mix,2.0,M,False
1575,2015-12-06,german shepherd,2.0,M,False
1576,2015-12-06,pit bull,4.0,M,True
1577,2015-12-06,chow chow,8.0,M,False
1578,2015-12-07,american pit bull mix / pit bull mix,7.0,M,False
1579,2015-12-07,american pit bull mix / pit bull mix,1.0,M,False
1580,2015-12-07,beagle/jack russell x,4.0,M,True
1581,2015-12-07,"schnauzer, miniature",3.0,M,True
1582,2015-12-07,labrador retriever crossbreed,0.0,F,True
1583,2015-12-08,,3.0,M,False
1584,2015-12-08,shih tzu,2.0,M,False
1585,2015-12-09,chihuahua crossbreed,7.0,F,False
1586,2015-12-09,terrier x,11.0,M,True
1587,2015-12-09,yorkshire terrier crossbreed,3.0,M,False
1588,2015-12-10,pit bull,3.0,M,False
1589,2015-12-10,"poodle, standard",8.0,M,False
1590,2015-12-10,havanese,11.0,M,True
1591,2015-12-10,amer bull terrier,1.0,M,False
1592,2015-12-11,american pit bull mix / pit bull mix,5.0,M,True
1593,2015-12-11,german shepherd/husky mix,4.0,M,True
1594,2015-12-11,german shepherd,3.0,M,False
1595,2015-12-11,shih tzu,2.0,F,False
1596,2015-12-11,american pit bull mix / pit bull mix,3.0,M,False
1597,2015-12-12,basset hound,0.0,M,True
1598,2015-12-12,puggle,6.0,M,True
1599,2015-12-12,pit bull,1.0,M,True
1600,2015-12-12,pit bull,2.0,F,True
1601,2015-12-12,german shepherd,7.0,M,False
1602,2015-12-12,shih tzu-x,6.0,M,False
1603,2015-12-12,"poodle, standard",7.0,F,False
1604,2015-12-12,pit bull,2.0,M,True
1605,2015-12-13,"poodle, toy",2.0,M,False
1606,2015-12-13,labrador retriever crossbreed,1.0,M,True
1607,2015-12-14,yorkshire terrier,5.0,M,True
1608,2015-12-14,pit bull,2.0,M,False
1609,2015-12-14,american pit bull mix / pit bull mix,1.0,M,True
1610,2015-12-14,pit bull,3.0,M,False
1611,2015-12-14,german shepherd,3.0,M,True
1612,2015-12-14,yorkshire terrier,2.0,M,True
1613,2015-12-14,pit bull,1.0,F,False
1614,2015-12-15,yorkshire terrier,4.0,M,False
1615,2015-12-15,pit bull,1.0,M,False
1616,2015-12-15,american pit bull mix / pit bull mix,1.0,F,False
1617,2015-12-15,doberman pinscher,6.0,M,True
1618,2015-12-15,american pit bull mix / pit bull mix,11.0,M,True
1619,2015-12-16,"bull dog, french",1.0,M,True
1620,2015-12-17,labrador retriever,4.0,M,True
1621,2015-12-17,yorkshire terrier,3.0,F,True
1622,2015-12-18,"shar-pei, chinese",11.0,M,True
1623,2015-12-18,shepherd mix,8.0,F,True
1624,2015-12-18,pit bull,0.0,F,False
1625,2015-12-19,bichon frise/maltese/poodle,9.0,M,True
1626,2015-12-19,,7.0,F,True
1627,2015-12-19,american pit bull mix / pit bull mix,6.0,F,True
1628,2015-12-19,german shepherd,6.0,F,False
1629,2015-12-19,american pit bull mix / pit bull mix,4.0,M,True
1630,2015-12-19,blue tick hound,6.0,M,True
1631,2015-12-20,pit bull,1.0,F,True
1632,2015-12-20,beagle,14.0,F,False
1633,2015-12-21,maltese,6.0,M,True
1634,2015-12-21,pit bull,3.0,M,False
1635,2015-12-21,pit bull terrier,7.0,M,False
1636,2015-12-21,american pit bull terrier/pit bull,2.0,F,True
1637,2015-12-21,pit bull,2.0,F,False
1638,2015-12-21,bichon frise,12.0,F,True
1639,2015-12-22,labrador retriever crossbreed,2.0,M,False
1640,2015-12-22,shih tzu/poodle x,2.0,M,True
1641,2015-12-22,brussels griffon,3.0,M,True
1642,2015-12-23,yorkshire terrier crossbreed,6.0,M,True
1643,2015-12-23,beagle,2.0,M,False
1644,2015-12-23,pit bull,3.0,F,False
1645,2015-12-24,,8.0,M,True
1646,2015-12-24,miniature pinscher,11.0,M,False
1647,2015-12-24,shih tzu,6.0,M,True
1648,2015-12-25,mixed,4.0,M,True
1649,2015-12-25,chow chow,5.0,F,False
1650,2015-12-25,pit bull,4.0,F,False
1651,2015-12-25,boston terrier,12.0,M,True
1652,2015-12-25,great dane,7.0,M,True
1653,2015-12-25,shepherd mix,8.0,F,True
1654,2015-12-25,pit bull/ siberian husky,7.0,F,False
1655,2015-12-26,dachshund smooth coat miniature,3.0,M,False
1656,2015-12-26,pit bull,12.0,M,False
1657,2015-12-26,pit bull,2.0,F,False
1658,2015-12-26,chihuahua,2.0,M,False
1659,2015-12-26,german shepherd,3.0,F,True
1660,2015-12-27,american pit bull mix / pit bull mix,1.0,M,False
1661,2015-12-27,rottweiler,4.0,M,False
1662,2015-12-27,bull dog,3.0,F,True
1663,2015-12-27,"welsh corgi, cardigan",5.0,M,True
1664,2015-12-28,maltese,2.0,M,False
1665,2015-12-28,pit bull,0.0,F,False
1666,2015-12-29,german shepherd,5.0,M,False
1667,2015-12-29,labrador retr/beagle,3.0,M,True
1668,2015-12-29,pit bull,1.0,M,False
1669,2015-12-29,labrador retriever/pit bull,0.0,M,False
1670,2015-12-30,pit bull,2.0,M,False
1671,2015-12-30,belgian malinois,4.0,M,True
1672,2015-12-30,american pit bull mix / pit bull mix,3.0,F,False
1673,2015-12-30,maltese,2.0,M,False
1674,2015-12-30,puggle,8.0,F,True
1675,2015-12-31,pit bull,7.0,F,True
1676,2015-12-31,beagle,5.0,M,True
1677,2015-12-31,brussels griffon,8.0,M,True
1678,2015-12-31,mixed/other,7.0,M,True
1679,2015-12-31,yorkshire terrier,6.0,M,True
1680,2016-01-01,bull dog,3.0,F,True
1681,2016-01-01,german shepherd,3.0,M,True
1682,2016-01-02,shih tzu/ maltese,5.0,M,False
1683,2016-01-02,shih tzu,7.0,M,True
1684,2016-01-02,german shepherd,5.0,F,False
1685,2016-01-02,american pit bull mix / pit bull mix,6.0,M,True
1686,2016-01-03,golden retriever,0.0,F,False
1687,2016-01-03,beagle - x,3.0,M,True
1688,2016-01-03,pekingese,2.0,M,False
1689,2016-01-03,siberian husky,1.0,M,False
1690,2016-01-03,shih tzu,3.0,M,False
1691,2016-01-03,shih tzu,2.0,M,False
1692,2016-01-03,maltese/yorkie,4.0,M,False
1693,2016-01-03,chow chow,1.0,M,False
1694,2016-01-03,bull dog,1.0,M,False
1695,2016-01-04,"poodle, toy",5.0,M,True
1696,2016-01-04,yorkshire terrier,0.0,F,False
1697,2016-01-04,american pit bull mix / pit bull mix,3.0,M,False
1698,2016-01-04,glen of imaal terrier,5.0,M,True
1699,2016-01-04,german shepherd,3.0,M,False
1700,2016-01-05,pitbull/ lab mix,0.0,F,False
1701,2016-01-05,terrier x,6.0,M,True
1702,2016-01-05,"bull dog, english",4.0,M,True
1703,2016-01-05,lab- x,6.0,F,True
1704,2016-01-06,parson terr,7.0,M,False
1705,2016-01-06,irish terrier,4.0,F,True
1706,2016-01-06,german shepherd,2.0,M,False
1707,2016-01-06,boxer-x,3.0,M,True
1708,2016-01-07,pit bull,2.0,F,False
1709,2016-01-07,mixed/other,8.0,F,True
1710,2016-01-07,labrador retriever,6.0,M,True
1711,2016-01-08,bull dog,6.0,M,True
1712,2016-01-08,german shepherd,5.0,F,False
1713,2016-01-08,maltese,5.0,F,True
1714,2016-01-09,pekingese/chihuahua,1.0,F,False
1715,2016-01-09,pit bull,3.0,M,False
1716,2016-01-09,jack russ-x,3.0,F,True
1717,2016-01-09,german shepherd,5.0,M,True
1718,2016-01-09,daushaund-x,5.0,F,True
1719,2016-01-10,rottweiler,5.0,F,True
1720,2016-01-10,miniature pinscher,3.0,M,True
1721,2016-01-10,american pit bull mix / pit bull mix,3.0,M,False
1722,2016-01-10,"poodle, standard",4.0,M,False
1723,2016-01-11,chihuahua,2.0,M,False
1724,2016-01-11,pit bull,0.0,F,False
1725,2016-01-11,australian cattledog,7.0,M,True
1726,2016-01-11,maltese,5.0,M,True
1727,2016-01-11,weimaraner,2.0,M,True
1728,2016-01-11,american pit bull terrier/pit bull,2.0,U,False
1729,2016-01-12,,7.0,M,True
1730,2016-01-12,pit bull,2.0,M,False
1731,2016-01-12,shih tzu,0.0,M,True
1732,2016-01-13,toy fox terrier,1.0,M,False
1733,2016-01-13,labrador retriever,8.0,M,True
1734,2016-01-13,chihuahua,0.0,F,False
1735,2016-01-13,shih tzu,1.0,M,True
1736,2016-01-13,pit bull,3.0,M,True
1737,2016-01-13,mixed/other,4.0,M,False
1738,2016-01-14,pit bull,1.0,M,False
1739,2016-01-14,pit bull,2.0,M,True
1740,2016-01-14,pit bull,7.0,M,False
1741,2016-01-14,"collie, border",3.0,F,True
1742,2016-01-14,bull terrier,8.0,M,True
1743,2016-01-14,havanese/ shih tzu,2.0,M,True
1744,2016-01-14,mini poodle x,9.0,F,True
1745,2016-01-15,chihuahua,6.0,M,True
1746,2016-01-15,pit bull/ american bully,3.0,M,False
1747,2016-01-16,pit bull,3.0,M,False
1748,2016-01-16,pit bull,5.0,M,False
1749,2016-01-16,american pit bull terrier/pit bull,3.0,M,True
1750,2016-01-16,shih tzu,6.0,M,False
1751,2016-01-17,american pit bull mix / pit bull mix,11.0,M,False
1752,2016-01-17,american pit bull terrier/pit bull,5.0,F,True
1753,2016-01-18,pit bull,7.0,M,False
1754,2016-01-18,boston terrier,4.0,M,True
1755,2016-01-18,chihuahua crossbreed,4.0,F,True
1756,2016-01-18,pit bull,7.0,M,False
1757,2016-01-19,american pit bull terrier/pit bull,8.0,F,False
1758,2016-01-19,mixed/other,1.0,M,True
1759,2016-01-19,labrador retriever,0.0,F,False
1760,2016-01-19,pit bull,3.0,M,False
1761,2016-01-20,puggle,9.0,M,True
1762,2016-01-20,chihuahua,2.0,U,False
1763,2016-01-20,basenji,2.0,M,True
1764,2016-01-21,chihuahua,1.0,M,False
1765,2016-01-21,rottweiler,2.0,M,False
1766,2016-01-21,persa canario,9.0,M,False
1767,2016-01-21,jack russ,7.0,M,False
1768,2016-01-21,amer staff/am pit bull terr,4.0,F,True
1769,2016-01-21,shih tzu,5.0,M,False
1770,2016-01-21,rottweiler,2.0,M,False
1771,2016-01-21,pit bull,3.0,M,False
1772,2016-01-22,american pit bull mix / pit bull mix,3.0,M,True
1773,2016-01-22,victorian bulldog,0.0,M,True
1774,2016-01-22,pit bull,7.0,M,False
1775,2016-01-23,american pit bull mix / pit bull mix,3.0,M,False
1776,2016-01-23,american pit bull mix / pit bull mix,4.0,F,False
1777,2016-01-23,shih tzu,3.0,M,True
1778,2016-01-23,shih tzu,3.0,M,True
1779,2016-01-23,chihuahua,1.0,M,False
1780,2016-01-23,jack russell x,2.0,M,True
1781,2016-01-23,pit bull,2.0,F,False
1782,2016-01-23,jack russ,3.0,M,False
1783,2016-01-23,pekingese,6.0,F,True
1784,2016-01-24,"schnauzer, standard",11.0,M,True
1785,2016-01-24,chihuahua,16.0,M,True
1786,2016-01-24,pit bull,6.0,M,True
1787,2016-01-24,westie/poodle,5.0,M,True
1788,2016-01-24,labrador retriever,1.0,M,False
1789,2016-01-24,german shepherd,3.0,M,False
1790,2016-01-24,maltese,2.0,M,True
1791,2016-01-25,jack russ,4.0,M,False
1792,2016-01-25,yorkie/bichon,3.0,M,False
1793,2016-01-26,maltese,12.0,M,True
1794,2016-01-27,beagle/lab x,1.0,F,True
1795,2016-01-27,mixed/other,3.0,F,True
1796,2016-01-27,maltese,14.0,M,True
1797,2016-01-28,schipperkee,12.0,M,True
1798,2016-01-28,pit bull,6.0,M,True
1799,2016-01-28,"shar-pei, chinese",1.0,F,False
1800,2016-01-29,jack russ,8.0,M,True
1801,2016-01-29,chihuahua,4.0,M,False
1802,2016-01-30,pit bull,11.0,M,True
1803,2016-01-30,pit bull,1.0,M,True
1804,2016-01-30,chihuahua,2.0,F,False
1805,2016-01-31,chihuahua/shih tzu x,1.0,M,False
1806,2016-01-31,lhasa apso,6.0,M,True
1807,2016-01-31,yorkshire terrier,5.0,M,True
1808,2016-01-31,shih tzu,3.0,M,False
1809,2016-01-31,vizsla/lab/pit,4.0,M,True
1810,2016-01-31,german shepherd,2.0,M,False
1811,2016-02-01,chihuahua,0.0,F,False
1812,2016-02-01,american pit bull mix / pit bull mix,2.0,M,True
1813,2016-02-01,american pit bull mix / pit bull mix,2.0,M,False
1814,2016-02-02,puli,8.0,M,False
1815,2016-02-02,belgian shepherd,3.0,F,True
1816,2016-02-02,american pit bull terrier/pit bull,8.0,M,True
1817,2016-02-03,australian cattle dog,7.0,M,True
1818,2016-02-03,pit bull,1.0,M,False
1819,2016-02-04,labrador retriever crossbreed,9.0,F,True
1820,2016-02-04,pit bull,5.0,M,False
1821,2016-02-04,bernese mountain,1.0,F,True
1822,2016-02-04,yorkshire terrier,7.0,M,True
1823,2016-02-04,chihuahua,1.0,M,False
1824,2016-02-04,boston terrier,4.0,M,True
1825,2016-02-05,shih tzu,3.0,M,False
1826,2016-02-05,pit bull,3.0,M,True
1827,2016-02-06,chihuahua,5.0,M,True
1828,2016-02-06,american bully,4.0,M,False
1829,2016-02-06,silky terrier,6.0,M,False
1830,2016-02-06,pit bull,2.0,F,False
1831,2016-02-07,collie,3.0,M,True
1832,2016-02-07,dachshund smooth coat,12.0,F,True
1833,2016-02-07,american pit bull mix / pit bull mix,2.0,F,True
1834,2016-02-07,mixed/other,1.0,M,False
1835,2016-02-08,american pit bull mix / pit bull mix,6.0,M,True
1836,2016-02-08,cocker spaniel,8.0,F,False
1837,2016-02-08,american pit bull mix / pit bull mix,1.0,M,True
1838,2016-02-08,golden retr/lab x,4.0,M,True
1839,2016-02-09,pit bull,13.0,M,False
1840,2016-02-09,beagle -x,13.0,M,True
1841,2016-02-09,shih tzu,2.0,M,False
1842,2016-02-09,pit bull,4.0,M,False
1843,2016-02-10,american pit bull mix / pit bull mix,9.0,F,True
1844,2016-02-10,labrador retriever,2.0,M,True
1845,2016-02-10,chihuahua,7.0,F,False
1846,2016-02-10,shih tzu,13.0,M,True
1847,2016-02-11,american pit bull terrier/pit bull,9.0,M,False
1848,2016-02-11,chow chow,14.0,M,False
1849,2016-02-11,maltese x,3.0,M,True
1850,2016-02-12,chihuahua,5.0,M,False
1851,2016-02-12,jack russ,3.0,M,False
1852,2016-02-13,maltese,6.0,M,False
1853,2016-02-13,yorkshire terrier,1.0,F,True
1854,2016-02-13,american pit bull mix / pit bull mix,4.0,M,False
1855,2016-02-13,rottweiler,0.0,M,False
1856,2016-02-13,boxer,2.0,F,True
1857,2016-02-13,american pit ter/labrador retr,5.0,F,False
1858,2016-02-14,siberian husky,1.0,M,False
1859,2016-02-14,golden retriever,2.0,M,True
1860,2016-02-14,can terrier mix,5.0,U,False
1861,2016-02-14,american pit bull terrier/pit bull,6.0,M,False
1862,2016-02-15,wheaton terrier,5.0,M,True
1863,2016-02-15,yorkshire terrier,6.0,M,True
1864,2016-02-16,west high white terrier,2.0,F,False
1865,2016-02-16,yorkshire terrier crossbreed,3.0,F,True
1866,2016-02-16,siberian husky,3.0,M,False
1867,2016-02-16,pit bull,2.0,M,True
1868,2016-02-16,bull dog pug mix,4.0,M,True
1869,2016-02-16,australian cattle dog mix,9.0,M,True
1870,2016-02-17,pit bull,1.0,M,True
1871,2016-02-17,labrador retr/pit bull x,2.0,M,True
1872,2016-02-17,rottweiler,2.0,M,False
1873,2016-02-18,chihuahua,5.0,M,False
1874,2016-02-18,pit bull,2.0,M,True
1875,2016-02-18,west highland terr,4.0,M,True
1876,2016-02-18,aust terrier/ yorkie,5.0,M,True
1877,2016-02-18,wheaton terrier,4.0,M,True
1878,2016-02-18,australian cattle blue heeler x,5.0,M,True
1879,2016-02-18,german shepherd,1.0,M,True
1880,2016-02-19,yorkshire terrier,3.0,M,True
1881,2016-02-19,yorkie poo,7.0,M,True
1882,2016-02-19,dachshund/ chihuahua,3.0,M,True
1883,2016-02-19,chihuahua/terrier,3.0,M,True
1884,2016-02-19,bull dog,2.0,M,True
1885,2016-02-20,siberian husky,11.0,M,True
1886,2016-02-20,pit bull,1.0,M,True
1887,2016-02-20,,5.0,M,False
1888,2016-02-20,"poodle, standard",1.0,M,False
1889,2016-02-21,pit bull,2.0,M,False
1890,2016-02-21,pit bull,1.0,M,False
1891,2016-02-21,shih tzu/ lhasa apso,8.0,F,False
1892,2016-02-21,shepherd x,5.0,F,True
1893,2016-02-21,bichon frise,2.0,F,True
1894,2016-02-21,pit bull,2.0,F,True
1895,2016-02-21,amer staff/lab x,6.0,M,False
1896,2016-02-22,dalmatian,6.0,M,True
1897,2016-02-22,beligum/german shep x,2.0,M,True
1898,2016-02-22,pit bull,7.0,M,False
1899,2016-02-23,cocker spaniel crossbreed,6.0,F,True
1900,2016-02-24,king charles cavlier,3.0,M,True
1901,2016-02-24,labrador retriever,2.0,M,True
1902,2016-02-24,american pit bull terrier/pit bull,5.0,F,True
1903,2016-02-25,boxer/cattle,5.0,M,False
1904,2016-02-25,pit bull,1.0,U,False
1905,2016-02-25,bull dog,2.0,M,True
1906,2016-02-25,lab/collie x,13.0,F,True
1907,2016-02-25,american pit bull mix / pit bull mix,1.0,F,True
1908,2016-02-25,shar-pei/pit bull,2.0,F,True
1909,2016-02-25,border terrier,13.0,M,True
1910,2016-02-25,patterdale terrier,3.0,M,False
1911,2016-02-26,pitbull/lab mix,1.0,F,True
1912,2016-02-26,shiba inu,3.0,M,True
1913,2016-02-27,chihuahua,3.0,M,True
1914,2016-02-27,labrador retriever,4.0,M,True
1915,2016-02-27,american pit bull mix / pit bull mix,3.0,U,False
1916,2016-02-28,miniature pinscher,5.0,M,False
