,incident_date,breed,borough
7025,2019-04-27,shepherd/labrador retriever mix,Brooklyn
7026,2019-04-27,mixed/other,Brooklyn
7027,2019-04-28,shih tzu mix,Queens
7028,2019-04-28,large mixed breed,Bronx
7029,2019-04-28,cane corso,Queens
7030,2019-04-28,shih tzu / chihuahua mix,Bronx
7031,2019-04-28,shih tzu,Queens
7032,2019-04-29,blood hound / labrador mix,Staten Island
7033,2019-04-29,siberian husky,Queens
7034,2019-04-29,pitbull/mini doberman,Bronx
7035,2019-04-30,german shepherd crossbreed,Manhattan
7036,2019-04-30,pit bull blue nose,Bronx
7037,2019-04-30,pekingese,Queens
7038,2019-04-30,pit bull,Brooklyn
7039,2019-05-01,shiba inu,Brooklyn
7040,2019-05-01,hound / pit bull,Brooklyn
7041,2019-05-01,yorkshire terrier,Staten Island
7042,2019-05-01,lhasa apso,Bronx
7043,2019-05-01,samoyed,Manhattan
7044,2019-05-02,terrier,Manhattan
7045,2019-05-02,medium mixed breed,Manhattan
7046,2019-05-02,shih tzu,Manhattan
7047,2019-05-02,german shepherd,Queens
7048,2019-05-02,maltese,Manhattan
7049,2019-05-03,bull dog,Staten Island
7050,2019-05-03,german shepherd crossbreed,Queens
7051,2019-05-03,mixed,Staten Island
7052,2019-05-04,yorkshire terrier crossbreed,Brooklyn
7053,2019-05-04,,Staten Island
7054,2019-05-04,large mixed breed,Manhattan
7055,2019-05-04,mixed breed,Queens
7056,2019-05-04,siberian husky,Queens
7057,2019-05-04,bull terrier,Staten Island
7058,2019-05-04,rottweiler,Staten Island
7059,2019-05-05,large mixed breed,Manhattan
7060,2019-05-05,small mixed breed,Manhattan
7061,2019-05-05,mixed,Brooklyn
7062,2019-05-05,havanese,Manhattan
7063,2019-05-06,bull terrier,Brooklyn
7064,2019-05-06,pit bull,Bronx
7065,2019-05-06,maltese / shih tzu mix,Staten Island
7066,2019-05-07,american pit bull terrier/pit bull,Brooklyn
7067,2019-05-07,large mixed breed,Manhattan
7068,2019-05-07,maltese/shih tzu mix,Bronx
7069,2019-05-07,german shepherd,Staten Island
7070,2019-05-07,german shepherd,Bronx
7071,2019-05-07,labrador/weinmaraner,Bronx
7072,2019-05-07,pit bull / labrador mix,Queens
7073,2019-05-07,large mixed breed,Manhattan
7074,2019-05-07,pit bull,Queens
7075,2019-05-08,cocker spaniel,Manhattan
7076,2019-05-08,australian cattle dog,Manhattan
7077,2019-05-08,shih tzu,Manhattan
7078,2019-05-08,havanese,Manhattan
7079,2019-05-08,havanese,Brooklyn
7080,2019-05-08,labrador retriever,Staten Island
7081,2019-05-08,shih tzu,Brooklyn
7082,2019-05-08,pit bull,Queens
7083,2019-05-10,"terrier, kerry blue",Manhattan
7084,2019-05-10,shih tzu / maltese,Queens
7085,2019-05-10,mixed breed,Brooklyn
7086,2019-05-11,cocker spaniel,Queens
7087,2019-05-11,lab / husky / pit bull mix,Bronx
7088,2019-05-11,cocker spaniel,Brooklyn
7089,2019-05-11,"bull dog, french",Manhattan
7090,2019-05-11,pug,Manhattan
7091,2019-05-11,large mixed breed,Manhattan
7092,2019-05-11,unknown,Manhattan
7093,2019-05-11,alaskan klee kai,Queens
7094,2019-05-11,"poodle, standard",Queens
7095,2019-05-11,labrador retriever crossbreed,Brooklyn
7096,2019-05-12,mixed,Staten Island
7097,2019-05-12,west high white terrier,Queens
7098,2019-05-12,shih tzu,Bronx
7099,2019-05-12,chow chow/rottweiler x,Brooklyn
7100,2019-05-12,,Bronx
7101,2019-05-12,maltese mix,Manhattan
7102,2019-05-13,mixed,Brooklyn
7103,2019-05-13,american pit bull terrier/pit bull,Staten Island
7104,2019-05-14,labradoodle,Queens
7105,2019-05-14,jack russ,Queens
7106,2019-05-14,mixed,Brooklyn
7107,2019-05-15,medium mixed breed,Brooklyn
7108,2019-05-15,medium mixed breed,Brooklyn
7109,2019-05-15,"poodle, miniature",Manhattan
7110,2019-05-15,pit bull,Bronx
7111,2019-05-15,german shepherd,Manhattan
7112,2019-05-15,shih tzu,Queens
7113,2019-05-15,mastiff mix,Brooklyn
7114,2019-05-15,pit bull,Brooklyn
7115,2019-05-16,unknown,Manhattan
7116,2019-05-16,lapso,Bronx
7117,2019-05-16,german shepherd,Queens
7118,2019-05-16,siberian husky,Queens
7119,2019-05-16,pit bull / boxer mix,Queens
7120,2019-05-16,yorkshire terrier,Brooklyn
7121,2019-05-18,shiba inu,Manhattan
7122,2019-05-18,yorkie,Manhattan
7123,2019-05-18,pit bull,Manhattan
7124,2019-05-18,labrador retriever,Staten Island
7125,2019-05-18,pit bull,Brooklyn
7126,2019-05-18,shih tzu,Staten Island
7127,2019-05-18,patterdale terrier,Queens
7128,2019-05-18,beagle / basset hound mix,Queens
7129,2019-05-18,labrador retriever crossbreed,Bronx
7130,2019-05-18,cattle hound mix,Queens
7131,2019-05-18,labrador retriever crossbreed,Queens
7132,2019-05-19,boston terrier,Brooklyn
7133,2019-05-19,yorkshire terrier,Queens
7134,2019-05-19,unknown,Manhattan
7135,2019-05-19,yorkshire terrier,Bronx
7136,2019-05-19,shiba inu,Bronx
7137,2019-05-19,labrador retriever crossbreed,Queens
7138,2019-05-20,american eskimo mix,Queens
7139,2019-05-20,dachshund smooth coat miniature,Brooklyn
7140,2019-05-20,pit bull,Bronx
7141,2019-05-20,"bull dog, english",Manhattan
7142,2019-05-21,golden retriever,Manhattan
7143,2019-05-21,boxer / pit bull mix,Bronx
7144,2019-05-21,mixed breed,Bronx
7145,2019-05-21,labrador retriever,Bronx
7146,2019-05-21,boxer,Manhattan
7147,2019-05-22,pomeranian,Queens
7148,2019-05-22,dachshund smooth coat miniature,Queens
7149,2019-05-22,akita,Manhattan
7150,2019-05-22,"bull dog, french",Manhattan
7151,2019-05-22,"poodle, standard",Manhattan
7152,2019-05-22,pit bull,Staten Island
7153,2019-05-23,shih tzu,Queens
7154,2019-05-23,mixed,Staten Island
7155,2019-05-23,yorkshire terrier,Bronx
7156,2019-05-23,pit bull / labrador mix,Bronx
7157,2019-05-23,mixed,Brooklyn
7158,2019-05-23,teacup chi hua hua,Manhattan
7159,2019-05-24,maltese / pomeranian mix,Queens
7160,2019-05-24,yorkshire terrier,Bronx
7161,2019-05-24,mixed breed,Queens
7162,2019-05-24,corgi,Staten Island
7163,2019-05-24,pit bull,Queens
7164,2019-05-24,bichon frise,Queens
7165,2019-05-25,yorkshire terrier,Bronx
7166,2019-05-25,american pit bull mix / pit bull mix,Brooklyn
7167,2019-05-26,unknown,Manhattan
7168,2019-05-26,shih tzu,Manhattan
7169,2019-05-26,maltese/yorkshire terrier,Brooklyn
7170,2019-05-26,labrador retriever,Queens
7171,2019-05-26,mixed/other,Bronx
7172,2019-05-26,mixed/other,Bronx
7173,2019-05-26,american pit bull terrier/pit bull,Bronx
7174,2019-05-26,terrier mix,Manhattan
7175,2019-05-26,jack russ,Brooklyn
7176,2019-05-26,german shepherd,Brooklyn
7177,2019-05-27,unsure,Queens
7178,2019-05-27,german shepherd,Staten Island
7179,2019-05-27,maltese,Bronx
7180,2019-05-27,yorkshire terrier,Brooklyn
7181,2019-05-27,pit bull,Brooklyn
7182,2019-05-27,pit bull,Manhattan
7183,2019-05-27,wheaton terrier,Brooklyn
7184,2019-05-28,yorkshire terrier,Queens
7185,2019-05-28,american bull mix,Queens
7186,2019-05-28,unknown,Manhattan
7187,2019-05-28,rhodesian ridgeback,Manhattan
7188,2019-05-28,maltese mix,Manhattan
7189,2019-05-28,american bully,Brooklyn
7190,2019-05-29,labrador retriever,Staten Island
7191,2019-05-29,american pit bull mix / pit bull mix,Queens
7192,2019-05-29,american staffordshire terrier,Queens
7193,2019-05-29,pit bull,Manhattan
7194,2019-05-29,german shepherd,Bronx
7195,2019-05-29,mixed breed,Queens
7196,2019-05-29,mixed breed,Queens
7197,2019-05-30,poodle mix,Queens
7198,2019-05-30,lhasa apso / poodle mix,Staten Island
7199,2019-05-30,maltese,Queens
7200,2019-05-30,pit bull,Queens
7201,2019-05-30,pomeranian,Queens
7202,2019-05-30,silky terrier,Queens
7203,2019-05-30,english staffordshire bull terrier,Manhattan
7204,2019-05-31,chihuahua,Manhattan
7205,2019-05-31,"schnauzer, miniature",Staten Island
7206,2019-05-31,mixed breed,Manhattan
7207,2019-05-31,rottweiler,Manhattan
7208,2019-05-31,shih tzu,Staten Island
7209,2019-06-01,yorkshire terrier,Brooklyn
7210,2019-06-01,maltese,Bronx
7211,2019-06-01,chihuahua / jack russell mix,Manhattan
7212,2019-06-01,havanese,Manhattan
7213,2019-06-01,mixed breed,Queens
7214,2019-06-01,"poodle, standard",Queens
7215,2019-06-01,shih tzu,Staten Island
7216,2019-06-01,corgi,Brooklyn
7217,2019-06-01,labrador retriever,Queens
7218,2019-06-01,chihuahua x,Brooklyn
7219,2019-06-02,siberian husky,Brooklyn
7220,2019-06-02,french bull dog mix,Queens
7221,2019-06-02,shih tzu,Queens
7222,2019-06-02,mixed breed,Queens
7223,2019-06-02,shih tzu,Staten Island
7224,2019-06-03,german shepherd,Brooklyn
7225,2019-06-03,lhasa apso / shih tzu mix,Queens
7226,2019-06-03,maltese mix,Queens
7227,2019-06-03,pit bull,Manhattan
7228,2019-06-03,border collie x,Brooklyn
7229,2019-06-03,boxer / american bull dog mix,Staten Island
7230,2019-06-03,akita,Queens
7231,2019-06-04,pekingese,Bronx
7232,2019-06-04,chihuahua mix,Manhattan
7233,2019-06-04,chihuahua / shih tzu mix,Staten Island
7234,2019-06-04,weimaraner,Brooklyn
7235,2019-06-05,small mix breed,Bronx
7236,2019-06-05,pit bull,Bronx
7237,2019-06-05,pit bull,Manhattan
7238,2019-06-05,puggle,Queens
7239,2019-06-05,chihuahua/terrier/shiba inu,Manhattan
7240,2019-06-06,golden doodle,Brooklyn
7241,2019-06-06,mixed breed,Queens
7242,2019-06-07,,Bronx
7243,2019-06-07,siberian husky,Brooklyn
7244,2019-06-07,maltese,Manhattan
7245,2019-06-07,cocker spaniel,Queens
7246,2019-06-07,american pit bull terrier/pit bull,Queens
7247,2019-06-07,"poodle, standard",Queens
7248,2019-06-07,american pit bull mix / pit bull mix,Queens
7249,2019-06-07,american pit bull terrier/pit bull,Queens
7250,2019-06-08,unknown,Manhattan
7251,2019-06-08,bull dog,Brooklyn
7252,2019-06-08,mixed/other,Brooklyn
7253,2019-06-08,australian shepherd,Queens
7254,2019-06-08,german shepherd,Queens
7255,2019-06-08,unknown,Manhattan
7256,2019-06-08,unknown,Manhattan
7257,2019-06-09,cane corso,Staten Island
7258,2019-06-09,maltese,Queens
7259,2019-06-09,"poodle, standard",Brooklyn
7260,2019-06-09,mixed breed,Brooklyn
7261,2019-06-09,mixed breed,Brooklyn
7262,2019-06-09,jack russ,Queens
7263,2019-06-09,unknown,Manhattan
7264,2019-06-09,unknown,Manhattan
7265,2019-06-09,pit bull,Manhattan
7266,2019-06-11,jack russ,Queens
7267,2019-06-11,"schnauzer, miniature",Manhattan
7268,2019-06-11,unknown,Manhattan
7269,2019-06-11,pit bull / labrador mix,Queens
7270,2019-06-11,pomeranian mix,Brooklyn
7271,2019-06-12,unknown,Manhattan
7272,2019-06-12,pit bull,Brooklyn
7273,2019-06-12,shiba inu,Brooklyn
7274,2019-06-12,pit bull,Brooklyn
7275,2019-06-12,pitbull mix,Manhattan
7276,2019-06-13,shiba inu,Manhattan
7277,2019-06-13,mixed breed,Queens
7278,2019-06-13,"bull dog, english",Manhattan
7279,2019-06-13,"bull dog, english",Bronx
7280,2019-06-13,"bull dog, english",Queens
7281,2019-06-13,cocker spaniel crossbreed,Manhattan
7282,2019-06-13,siberian husky,Manhattan
7283,2019-06-14,shiba inu,Queens
7284,2019-06-14,shepherd mix,Manhattan
7285,2019-06-14,mixed breed,Brooklyn
7286,2019-06-14,unknown,Manhattan
7287,2019-06-14,akita,Queens
7288,2019-06-14,labrador retriever,Brooklyn
7289,2019-06-14,labrador/basset x,Brooklyn
7290,2019-06-15,rottweiler,Brooklyn
7291,2019-06-15,mixed breed,Brooklyn
7292,2019-06-15,unknown,Manhattan
7293,2019-06-15,havanese / poodle mix,Queens
7294,2019-06-15,beagle,Queens
7295,2019-06-15,siberian husky,Brooklyn
7296,2019-06-16,dachshund smooth coat,Brooklyn
7297,2019-06-16,boxer,Bronx
7298,2019-06-17,pit bull,Queens
7299,2019-06-17,,Bronx
7300,2019-06-17,mixed breed,Queens
7301,2019-06-17,pit bull,Queens
7302,2019-06-18,pit bull,Brooklyn
7303,2019-06-18,yorkshire terrier,Queens
7304,2019-06-18,labradoodle,Manhattan
7305,2019-06-18,pit bull,Manhattan
7306,2019-06-18,chihuahua,Bronx
7307,2019-06-19,pit bull,Queens
7308,2019-06-19,mixed breed,Queens
7309,2019-06-19,pit bull,Bronx
7310,2019-06-20,pomeranian/husky mix,Bronx
7311,2019-06-20,american pit bull mix / pit bull mix,Brooklyn
7312,2019-06-20,shih tzu,Manhattan
7313,2019-06-20,mixed breed,Queens
7314,2019-06-20,"bull dog, english",Queens
7315,2019-06-20,beagle and blue heeler mix,Manhattan
7316,2019-06-21,shiba inu,Queens
7317,2019-06-21,yorkshire terrier,Staten Island
7318,2019-06-21,pit bull,Brooklyn
7319,2019-06-21,chihuahua,Bronx
7320,2019-06-21,yorkshire terrier,Bronx
7321,2019-06-21,shepherd / chow mix,Brooklyn
7322,2019-06-21,cotton de tulear,Brooklyn
7323,2019-06-22,mixed/other,Bronx
7324,2019-06-22,mixed/other,Bronx
7325,2019-06-22,german shepherd,Brooklyn
7326,2019-06-22,pit bull,Queens
7327,2019-06-22,labrador retriever,Queens
7328,2019-06-22,chihuahua,Bronx
7329,2019-06-22,poodle mix,Manhattan
7330,2019-06-23,small mixed breed/terrier mix,Manhattan
7331,2019-06-23,labrador retriever crossbreed,Queens
7332,2019-06-23,lhasa apso,Staten Island
7333,2019-06-23,american pit bull mix / pit bull mix,Queens
7334,2019-06-23,staffordshire bull terrier,Brooklyn
7335,2019-06-23,small mixed breed,Brooklyn
7336,2019-06-23,yorkshire terrier,Queens
7337,2019-06-24,mixed,Staten Island
7338,2019-06-24,pit bull,Bronx
7339,2019-06-24,yorkshire terrier,Bronx
7340,2019-06-25,american pit bull mix / pit bull mix,Queens
7341,2019-06-25,golden retriever,Manhattan
7342,2019-06-25,pomski,Brooklyn
7343,2019-06-25,australian shepherd,Queens
7344,2019-06-26,"poodle, miniature",Queens
7345,2019-06-26,golden retriever / poodle mix,Queens
7346,2019-06-26,dalmatian,Bronx
7347,2019-06-26,yorkie / poodle mix,Staten Island
7348,2019-06-26,pit bull,Queens
7349,2019-06-26,unknown,Manhattan
7350,2019-06-27,yorkshire terrier,Manhattan
7351,2019-06-27,pomsky,Manhattan
7352,2019-06-27,mixed breed,Brooklyn
7353,2019-06-27,american bully,Manhattan
7354,2019-06-27,labrador / spaniel mix,Brooklyn
7355,2019-06-27,havanese,Queens
7356,2019-06-27,pit bull,Queens
7357,2019-06-28,,Bronx
7358,2019-06-28,yorkshire terrier,Manhattan
7359,2019-06-28,terrier,Manhattan
7360,2019-06-28,pit bull,Queens
7361,2019-06-28,border collie mix,Staten Island
7362,2019-06-29,mixed breed,Brooklyn
7363,2019-06-29,unknown,Bronx
7364,2019-06-29,"poodle, standard",Manhattan
7365,2019-06-29,miniature pinscher,Queens
7366,2019-06-30,mixed breed,Queens
7367,2019-06-30,pit bull,Queens
7368,2019-06-30,hound,Brooklyn
7369,2019-06-30,german sheperd / rottweiler,Queens
7370,2019-06-30,cocker spaniel,Manhattan
7371,2019-06-30,pit bull,Staten Island
7372,2019-06-30,shih tzu / poodle mix,Queens
7373,2019-07-01,yorkie / shih tzu mix,Queens
7374,2019-07-01,unknown,Manhattan
7375,2019-07-01,german shepherd,Manhattan
7376,2019-07-01,pit bull,Brooklyn
7377,2019-07-01,labrador retriever crossbreed,Brooklyn
7378,2019-07-02,maltese,Brooklyn
7379,2019-07-02,pug / french bull mix,Brooklyn
7380,2019-07-02,unknown/rottweiler,Manhattan
7381,2019-07-02,mixed breed,Queens
7382,2019-07-02,bichon frise,Queens
7383,2019-07-02,yorkshire terrier,Bronx
7384,2019-07-02,unknown,Manhattan
7385,2019-07-03,unknown,Manhattan
7386,2019-07-03,unknown,Manhattan
7387,2019-07-04,mixed terrier,Queens
7388,2019-07-04,american pit bull terrier/pit bull,Queens
7389,2019-07-04,chihuahua,Queens
7390,2019-07-04,siberian husky,Bronx
7391,2019-07-04,pit bull,Manhattan
7392,2019-07-04,unknown,Manhattan
7393,2019-07-04,siberian husky,Brooklyn
7394,2019-07-04,mixed,Brooklyn
7395,2019-07-05,"poodle, standard",Brooklyn
7396,2019-07-05,mixed breed,Brooklyn
7397,2019-07-05,mixed/other,Bronx
7398,2019-07-05,mixed/other,Staten Island
7399,2019-07-05,pit bull,Manhattan
7400,2019-07-05,basset hound,Bronx
7401,2019-07-05,"bull dog, english",Manhattan
7402,2019-07-06,pit bull,Manhattan
7403,2019-07-06,jack russ,Manhattan
7404,2019-07-06,american eskimo,Manhattan
7405,2019-07-06,pit bull,Staten Island
7406,2019-07-06,mixed breed,Queens
7407,2019-07-06,shepherd / border collie,Staten Island
7408,2019-07-06,unknown,Manhattan
7409,2019-07-06,vizsla,Queens
7410,2019-07-06,havanese,Brooklyn
7411,2019-07-06,unknown,Manhattan
7412,2019-07-07,unknown,Manhattan
7413,2019-07-07,unknown,Manhattan
7414,2019-07-07,german shepherd,Staten Island
7415,2019-07-07,australian cattle mix,Queens
7416,2019-07-07,siberian husky,Queens
7417,2019-07-07,chihuahua crossbreed,Queens
7418,2019-07-08,labrador retriever crossbreed,Queens
7419,2019-07-08,pit bull x,Brooklyn
7420,2019-07-08,pit bull,Queens
7421,2019-07-09,large mix breed,Bronx
7422,2019-07-09,husky,Bronx
7423,2019-07-09,cocker spaniel,Staten Island
7424,2019-07-09,pekingese,Queens
7425,2019-07-09,pomeranian,Queens
7426,2019-07-10,german shepherd,Queens
7427,2019-07-10,german shepherd,Queens
7428,2019-07-10,german shepherd,Queens
7429,2019-07-10,pit bull,Bronx
7430,2019-07-10,unknown,Staten Island
7431,2019-07-10,unknown,Staten Island
7432,2019-07-10,german shepherd,Staten Island
7433,2019-07-10,pit bull,Manhattan
7434,2019-07-10,"mastiff, bull",Manhattan
7435,2019-07-10,american pit bull terrier/pit bull,Queens
7436,2019-07-10,maltese x,Brooklyn
7437,2019-07-10,german shepherd,Queens
7438,2019-07-11,"bull dog, english",Brooklyn
7439,2019-07-11,puggle,Queens
7440,2019-07-11,shiba inu,Queens
7441,2019-07-12,shih tzu,Manhattan
7442,2019-07-12,unknown,Bronx
7443,2019-07-13,unknown,Manhattan
7444,2019-07-13,siberian husky,Bronx
7445,2019-07-13,pit bull,Queens
7446,2019-07-13,"poodle, standard",Staten Island
7447,2019-07-13,australian cattle mix,Manhattan
7448,2019-07-14,chihuahua,Bronx
7449,2019-07-14,pit bull,Queens
7450,2019-07-14,jack russell / french poodle mix,Staten Island
7451,2019-07-14,yorkie/shitzu,Brooklyn
7452,2019-07-14,labrador retriever,Manhattan
7453,2019-07-15,whestie / maltese mix,Queens
7454,2019-07-15,border collie / pit bull mix,Queens
7455,2019-07-15,american bull dog,Queens
7456,2019-07-15,cocker spaniel / shih tzu,Queens
7457,2019-07-15,dachshund smooth coat miniature,Manhattan
7458,2019-07-15,american staffordshire terrier,Brooklyn
7459,2019-07-15,yorkshire terrier,Queens
7460,2019-07-16,"bull dog, english",Brooklyn
7461,2019-07-16,maltese,Manhattan
7462,2019-07-17,american pit bull mix / pit bull mix,Queens
7463,2019-07-17,german shepherd,Queens
7464,2019-07-17,maltese,Queens
7465,2019-07-17,"bull dog, french",Manhattan
7466,2019-07-17,terrier x,Bronx
7467,2019-07-17,american bully,Manhattan
7468,2019-07-17,mixed breed,Brooklyn
7469,2019-07-17,siberian husky,Staten Island
7470,2019-07-18,siberian husky,Queens
7471,2019-07-18,unknown,Staten Island
7472,2019-07-18,"poodle, standard",Staten Island
7473,2019-07-18,mixed breed,Brooklyn
7474,2019-07-18,mixed breed,Brooklyn
7475,2019-07-19,doberman pinscher,Brooklyn
7476,2019-07-19,unknown,Manhattan
7477,2019-07-19,unknown,Manhattan
7478,2019-07-19,maltipoo mix,Queens
7479,2019-07-19,dachshund smooth coat,Bronx
7480,2019-07-20,pit bull,Queens
7481,2019-07-20,american staffordshire terrier,Queens
7482,2019-07-20,unknown,Manhattan
7483,2019-07-20,pit bull,Queens
7484,2019-07-20,,Bronx
7485,2019-07-21,unknown,Manhattan
7486,2019-07-21,german shepherd crossbreed,Brooklyn
7487,2019-07-21,terrier,Brooklyn
7488,2019-07-21,pit bull,Staten Island
7489,2019-07-21,beagle crossbreed,Brooklyn
7490,2019-07-21,yorkshire terrier,Queens
7491,2019-07-22,miniature pinscher,Brooklyn
7492,2019-07-22,mixed/other,Bronx
7493,2019-07-22,american pit bull mix / pit bull mix,Staten Island
7494,2019-07-22,akita,Staten Island
7495,2019-07-23,unknown,Manhattan
7496,2019-07-23,pit bull,Queens
7497,2019-07-23,wheaton terrier,Brooklyn
7498,2019-07-23,mixed/other,Staten Island
7499,2019-07-23,boston terrier,Manhattan
7500,2019-07-23,shih tzu,Brooklyn
7501,2019-07-23,american pit bull mix / pit bull mix,Brooklyn
7502,2019-07-24,poodle mix,Queens
7503,2019-07-24,golden retriever,Brooklyn
7504,2019-07-24,boston terrier,Manhattan
7505,2019-07-24,"welsh corgi, pembroke",Brooklyn
7506,2019-07-25,pit bull,Manhattan
7507,2019-07-25,dachshund smooth coat miniature,Manhattan
7508,2019-07-25,australian shepherd,Brooklyn
7509,2019-07-25,beagle mixed,Manhattan
7510,2019-07-25,"bull dog, french",Queens
7511,2019-07-25,american bully,Queens
7512,2019-07-25,corgi mix,Brooklyn
7513,2019-07-26,"poodle, standard",Bronx
7514,2019-07-26,yorkshire terrier,Bronx
7515,2019-07-27,mixed/other,Bronx
7516,2019-07-27,miniature pinscher,Queens
7517,2019-07-27,shih tzu,Manhattan
7518,2019-07-27,labrador / shepherd mix,Queens
7519,2019-07-27,pit bull,Manhattan
7520,2019-07-28,pit bull,Queens
7521,2019-07-28,pit bull,Manhattan
7522,2019-07-28,labrador,Manhattan
7523,2019-07-28,terrier,Manhattan
7524,2019-07-28,"bull dog, english",Queens
7525,2019-07-29,shih tzu,Brooklyn
7526,2019-07-29,boxer,Brooklyn
7527,2019-07-29,newfoundland,Manhattan
7528,2019-07-29,jack russ,Queens
7529,2019-07-29,unknown,Manhattan
7530,2019-07-30,rottweiler,Manhattan
7531,2019-07-30,shepherd/mastiff x,Staten Island
7532,2019-07-30,medium sized mixed breed,Bronx
7533,2019-07-31,cockapoo mix,Queens
7534,2019-07-31,poodle mix,Queens
7535,2019-07-31,shih tzu / maltese mix,Manhattan
7536,2019-08-01,german shepherd,Queens
